Up to date
A,D,B0,B1,B2,Root,Y
11434017321839168657/5000000000000000000,2663108869546583437558295007371/5000000000000000000,11184298527035941659850521006219/50000000000000000000,17157442742358436344987221047719/100000000000000000000,14987891042210928705302999491111/100000000000000000000,10895546589991410670343870340943/20000000000000000000,40441123097153/100000000000000000000
254382256989033829431/50000000000000000000,17170084964732391442090667919017/100000000000000000000,4982539736620946666716585721069/20000000000000000000,1109285399788259721381070974101/50000000000000000000,8785635537133661347082535911987/50000000000000000000,43983708624959649099672940170767/100000000000000000000,195820147617/50000000000000000000
29913677229923556841/50000000000000000000,6693221485758476203527952934933/100000000000000000000,53150676647748096536672807121/1562500000000000000,6174236873237771367114772910653/50000000000000000000,4633936360978149833910098159043/100000000000000000000,2474940022818544620046706699457/12500000000000000000,765820875167/100000000000000000000
39381347528677720509/20000000000000000000,25002859591423910000398080420427/100000000000000000000,6191823579498049180939283230827/50000000000000000000,17446875849863005829700354543411/100000000000000000000,587729484587367875555906956019/100000000000000000000,27706483997627709087177923304809/100000000000000000000,895956810563/100000000000000000000
39606808395117718723/100000000000000000000,7737013446288859540032119388697/25000000000000000000,14383077773570855425506128989677/100000000000000000000,158652429453137593432674810227/100000000000000000000,463826653054239478081338027087/50000000000000000000,1042332383838768881848955399047/12500000000000000000,15375073179/20000000000000000000
24075543908302102979/5000000000000000000,1791814409731895220446317520351/12500000000000000000,1955145241684265116243836889593/25000000000000000000,1746305292847176072180203660457/6250000000000000000,2083379778401338190747476216009/50000000000000000000,4934035867702662685225871176511/12500000000000000000,491152583467/50000000000000000000
119085600641584583611/100000000000000000000,23977955911912230649939773911753/100000000000000000000,14970753719595967711010125143087/100000000000000000000,11488714739225981294659338978301/100000000000000000000,5811027344405927711448704411637/50000000000000000000,1189262545212681474795761807547/3125000000000000000,2179459425931/12500000000000000000
40621380400077992511/12500000000000000000,48595001375349513469353529111293/100000000000000000000,25088534004105435051412600181321/100000000000000000000,1672434098655849144553950736801/10000000000000000000,6363363740663639421155280857247/100000000000000000000,23945225661683026544840385739129/50000000000000000000,13110902242201/50000000000000000000
575861995041853623641/100000000000000000000,26273789578430929443614756367769/100000000000000000000,13629652259503630912621670871091/100000000000000000000,769401469000182724203666692199/50000000000000000000,5977865900313885824712494958263/100000000000000000000,20917145986025100665823577001939/100000000000000000000,726340263947/25000000000000000000
228641789520354184037/100000000000000000000,689851521572489510630140870317/100000000000000000000,14391134143564820041700757636213/100000000000000000000,4384201129465320467508991569127/50000000000000000000,2233431726472985015857617841059/100000000000000000000,12484947899896922149738199476327/50000000000000000000,648490573563/12500000000000000000
16727253578738835243/12500000000000000000,10619669803492204571466278278951/50000000000000000000,9317500105005402696246193607261/100000000000000000000,6905236961515726650879496758759/100000000000000000000,525973223188403408331274563949/4000000000000000000,29290877516550980817449373126157/100000000000000000000,691015139771/100000000000000000000
16114202102716913549/6250000000000000000,5973136400666675797501442073933/50000000000000000000,536852225553680891248287686917/6250000000000000000,18547513596005953748463496872841/100000000000000000000,10463938360587125026213402525467/50000000000000000000,47912380985368584705198396774827/100000000000000000000,18815935847997/50000000000000000000
163309735605766470061/100000000000000000000,31566935648662546201617073300863/100000000000000000000,362237733916386296901174383443/2500000000000000000,20439655082775836856347936657019/100000000000000000000,3082754517503992876759255716283/50000000000000000000,81500706888391043161530711947/200000000000000000,5404226177043/25000000000000000000
4264685739928005707/1000000000000000000,6242440840062504265827276821511/25000000000000000000,5850443571034917395609479937503/100000000000000000000,4901829785036524185211404861507/100000000000000000000,7125610608620124674583033262831/100000000000000000000,558515467265732004642563980341/3125000000000000000,1228854593749/12500000000000000000
29958754727892747583/100000000000000000000,5976482120126527932769774782689/100000000000000000000,435928955271443275536445011189/2500000000000000000,4480161862176956062432984556541/20000000000000000000,4762225920560391702168550392609/50000000000000000000,48533704592920242982290371718041/100000000000000000000,68005675063/5000000000000000000
131988559769652083879/100000000000000000000,5416424064224686718552352430821/20000000000000000000,28749151835107957923195282262753/100000000000000000000,4131946376408841291915829794409/20000000000000000000,427905371661210748408546526607/5000000000000000000,28681435097207533411478732610257/50000000000000000000,28100268083381/100000000000000000000
4277103477116134351/1562500000000000000,7540465142366971898263481467843/25000000000000000000,5136023994460927439069877652447/25000000000000000000,4084041387428598693877452618927/50000000000000000000,8651909803074822061005733749977/100000000000000000000,1162689821857893329006410756741/3125000000000000000,538799420889/25000000000000000000
191681414325877911811/50000000000000000000,8721112245918237651763457630039/100000000000000000000,2764897939117561554099559896431/12500000000000000000,4184626879965823857641858003601/20000000000000000000,411912119824890525723384023733/10000000000000000000,1167965451091768011620534291911/2500000000000000000,3270265161101/20000000000000000000
371154477346653350177/100000000000000000000,23987948838602490281303707911761/100000000000000000000,13757769161715124526781530377203/100000000000000000000,4148381302779132544989440792061/25000000000000000000,5033946037165798160705380404469/50000000000000000000,40394153554324680695604344138207/100000000000000000000,3285724793229/20000000000000000000
200548147796254070343/100000000000000000000,35776078269586161365028526687939/100000000000000000000,390511685389182751259127789667/20000000000000000000,9940135859641552470501763478629/100000000000000000000,8247403657150248171601399900031/100000000000000000000,19843969858134822812861750866819/100000000000000000000,651247813871/50000000000000000000
483973871339135939761/100000000000000000000,711487148934390355886915455173/12500000000000000000,790435734189549671600421266147/4000000000000000000,27257394925924276848279558442333/100000000000000000000,5158316354512495974162024757877/100000000000000000000,12959186206017769346953974545691/25000000000000000000,69757179356273/100000000000000000000
30156387986935710867/6250000000000000000,4939387658933584487601279478189/10000000000000000000,4869971285549911459241054385983/100000000000000000000,452200944381736520816310056983/50000000000000000000,107887148652929881699786933677/50000000000000000000,5714916568325074856411613714499/100000000000000000000,41726983543/25000000000000000000
18922093625058266443/6250000000000000000,404937862873753152909528794039/1250000000000000000,31052742457652733388306900673/625000000000000000,31385503942532128297772519304491/100000000000000000000,10651627331692092799911996216207/100000000000000000000,11579202225549387517540969584493/25000000000000000000,12168533423679/50000000000000000000
