Up to date
A,D,B0,B1,B2,Root,Y
4176245776776502233/2500000000000000000,3884868473156706572630612936151/25000000000000000000,1862527913020897821340325333203/25000000000000000000,22427426594969139239621649547879/100000000000000000000,5845170767639000482881553788907/25000000000000000000,186407982943535344544517189/6250000000000000000,-217396263431981/50000000000000000000
129535417889875376851/100000000000000000000,37452795455989114768830258049609/100000000000000000000,724571917021019641751386706429/12500000000000000000,7741795873094506824775861057031/100000000000000000000,7248077782098059081019474166029/50000000000000000000,-1209276639600002464696365163209/100000000000000000000,-14639249080263/100000000000000000000
76420382431903354763/100000000000000000000,5140256311316861322646581239187/50000000000000000000,14298878393148519957496750096983/100000000000000000000,12449317483155783291414518064831/100000000000000000000,857635557378541914763847047873/20000000000000000000,13396752595006140201102544177/25000000000000000000,-6846045991371/100000000000000000000
16610929805390466781/25000000000000000000,15893960905729623593098315538291/50000000000000000000,21200268668522785959955095463081/100000000000000000000,11430059312187860555631550770663/100000000000000000000,7490647561636799827307845235707/50000000000000000000,1436693239702809804280767180267/25000000000000000000,-476684463117/25000000000000000000
111573976896108348269/50000000000000000000,26692974116862050883669509537359/100000000000000000000,775615678736644812984910425763/5000000000000000000,8700175818822199062179611859283/100000000000000000000,7484931871927898985628937436751/50000000000000000000,826233068209362321795958160869/25000000000000000000,-10322054802933/100000000000000000000
111504058040282733893/100000000000000000000,78224968155657413773848184383/1562500000000000000,9050704092907920388631018586083/100000000000000000000,6766307370112126069757992700781/50000000000000000000,7269255390982135629207187961807/50000000000000000000,169086994660712328885243357/100000000000000000000,-61509910883011/50000000000000000000
27735396851955119479/20000000000000000000,480148012425175003024391913813/1562500000000000000,8678112077348106080398413156663/100000000000000000000,4539682803829564649515695850317/50000000000000000000,119617862751693648889797419343/4000000000000000000,-416391335686499472896587792077/25000000000000000000,-25946821677/10000000000000000000
12147644289565559121/25000000000000000000,4414155044604911334844973507001/50000000000000000000,12106330984771616170845875831239/100000000000000000000,59848885276393105540902971729/4000000000000000000,1976662420515780033667300797663/20000000000000000000,163298933947676842568572053989/50000000000000000000,-392361845937/50000000000000000000
630853631569181959541/100000000000000000000,7443966694056272695445787019269/50000000000000000000,2454295002210381286285260544159/50000000000000000000,3714750437009997161854118578241/100000000000000000000,432371321700857003145151963579/6250000000000000000,2132647764514399136637087770847/50000000000000000000,-624728806923/6250000000000000000
75165549406630190487/25000000000000000000,4584989362305549145999334391783/100000000000000000000,3737416010365082921895942380047/25000000000000000000,5066527041125512647103366440937/100000000000000000000,21215830530281351665785230159841/100000000000000000000,86226101934938215632425387/100000000000000000000,-128418451430191/100000000000000000000
2190551473914290403/100000000000000000000,21570914117061915916967735669911/50000000000000000000,7994324871029122343097708007739/50000000000000000000,2038134266178228672359479142053/12500000000000000000,1494207941508188065829658459923/50000000000000000000,23273944238073633748587900671273/50000000000000000000,-637458139/2000000000000000000
328973278160246375157/100000000000000000000,39242703134536745527625085421179/100000000000000000000,14355747593398715487269527377959/50000000000000000000,6701678523703296625646385267179/100000000000000000000,4137087266949212945627220711119/50000000000000000000,1227570952003792567834988026923/5000000000000000000,-16152992730311/100000000000000000000
11252317738226271403/50000000000000000000,432453366597032116581092229083/20000000000000000000,4610826350629680843539677851523/50000000000000000000,53396046003148009593794345669/2500000000000000000,18956015623468602685142946016247/100000000000000000000,170642795819899502916287953/100000000000000000000,-10265500579977/50000000000000000000
232903635063338678827/100000000000000000000,4292408362572105537640828834491/100000000000000000000,129120491008451090266789196511/1250000000000000000,10159196186889062202201022214479/100000000000000000000,8931883980943460401272651851893/100000000000000000000,148208208972968518073406749/100000000000000000000,-70901115844799/50000000000000000000
46183454636218621647/12500000000000000000,7379107739423360379903455632357/50000000000000000000,404111776494991904802378295927/20000000000000000000,13452221652362498170722395622429/100000000000000000000,6630102534365029589137823905047/20000000000000000000,617238180622360245427419363/50000000000000000000,-56415638972283/12500000000000000000
32381760704477039819/12500000000000000000,3267412231801908952791846217241/100000000000000000000,12814877371429465870305395176053/50000000000000000000,162237965674169796523031494907/6250000000000000000,222627804665212225884540924529/12500000000000000000,11183242621358164550907577361/100000000000000000000,-111277376491/100000000000000000000
85339582167241224191/100000000000000000000,328730061023454992499418266073/10000000000000000000,21017453791862290242096339480649/100000000000000000000,36639897173333063635903779513/20000000000000000000,2896865851066647896731790096939/50000000000000000000,6112034039638258724984722587/10000000000000000000,-179437050377/100000000000000000000
359367570171136663457/100000000000000000000,3699149469738916158994677578511/12500000000000000000,19624582461678368624441735891779/100000000000000000000,2298043954763234265838207229967/10000000000000000000,1124634401848223511795817698243/100000000000000000000,6839344826498792852607321948333/100000000000000000000,-1089071828069/25000000000000000000
99191274886478661189/100000000000000000000,30241270693131721463943964851663/100000000000000000000,19561589599382456472203220094349/100000000000000000000,2875770487729888447892986225151/12500000000000000000,14052521277209167904657109998373/100000000000000000000,8544883360198710259272580129/2000000000000000000,-1065600490211/6250000000000000000
118143988958888216983/50000000000000000000,3161321651586595934390797794157/10000000000000000000,10767720163423695711021611007183/100000000000000000000,11219396334384397913085631001801/100000000000000000000,2055034114681629678506817898877/20000000000000000000,5060066164278083040847823536971/50000000000000000000,-6704242944847/100000000000000000000
284724582817762606207/100000000000000000000,16222728526315188951216141298071/100000000000000000000,14249988080908598149465327843833/100000000000000000000,997176359924553037750622087349/20000000000000000000,480300117112228394876939046297/100000000000000000000,11733132667204608219864574802639/100000000000000000000,-9255135841/800000000000000000
31277495003634922173/25000000000000000000,6671600973978184620878048541217/100000000000000000000,4470126892927382344504604100407/100000000000000000000,263448708940179993658759947403/1000000000000000000,1095413493051932492961755263503/20000000000000000000,296944623184395728573810629/50000000000000000000,-1023323062531/100000000000000000000
188360303008589676311/50000000000000000000,22324046051074550687899501677851/100000000000000000000,7131338105227932771107746160101/100000000000000000000,3150423360951826030763832500679/50000000000000000000,3427662518006407303553546784701/100000000000000000000,12705632320381835149265166452991/100000000000000000000,-1407007372443/50000000000000000000
4871100350001172537/20000000000000000000,1307506463150452372376906875541/100000000000000000000,419191316515660661239170265023/5000000000000000000,6654589023972085703571410204587/20000000000000000000,3063973554982210753097601271777/25000000000000000000,908728941777489182627369/100000000000000000000,-241191447479643/50000000000000000000
